Date,OT_Chapter,NT_Chapter,Questions,Answers
2026-08-02,உபாகமம் 14,2 கொரிந்தியர் 18,"1) உபாகமம் 14 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) உபாகமம் 14 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) உபாகமம் 14 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) 2 கொரிந்தியர் 18 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) 2 கொரிந்தியர் 18 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) 2 கொரிந்தியர் 18 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே உபாகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: உபாகமம் 14 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே 2 கொரிந்தியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: 2 கொரிந்தியர் 18 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-08-03,உபாகமம் 15,2 கொரிந்தியர் 19,"1) உபாகமம் 15 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) உபாகமம் 15 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) உபாகமம் 15 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) 2 கொரிந்தியர் 19 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) 2 கொரிந்தியர் 19 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) 2 கொரிந்தியர் 19 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே உபாகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: உபாகமம் 15 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே 2 கொரிந்தியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: 2 கொரிந்தியர் 19 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-08-04,உபாகமம் 16,2 கொரிந்தியர் 20,"1) உபாகமம் 16 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) உபாகமம் 16 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) உபாகமம் 16 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) 2 கொரிந்தியர் 20 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) 2 கொரிந்தியர் 20 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) 2 கொரிந்தியர் 20 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே உபாகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: உபாகமம் 16 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே 2 கொரிந்தியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: 2 கொரிந்தியர் 20 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-08-05,உபாகமம் 17,2 கொரிந்தியர் 21,"1) உபாகமம் 17 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) உபாகமம் 17 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) உபாகமம் 17 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) 2 கொரிந்தியர் 21 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) 2 கொரிந்தியர் 21 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) 2 கொரிந்தியர் 21 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே உபாகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: உபாகமம் 17 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே 2 கொரிந்தியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: 2 கொரிந்தியர் 21 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-08-06,உபாகமம் 18,2 கொரிந்தியர் 22,"1) உபாகமம் 18 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) உபாகமம் 18 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) உபாகமம் 18 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) 2 கொரிந்தியர் 22 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) 2 கொரிந்தியர் 22 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) 2 கொரிந்தியர் 22 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே உபாகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: உபாகமம் 18 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே 2 கொரிந்தியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: 2 கொரிந்தியர் 22 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-08-07,உபாகமம் 19,2 கொரிந்தியர் 23,"1) உபாகமம் 19 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) உபாகமம் 19 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) உபாகமம் 19 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) 2 கொரிந்தியர் 23 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) 2 கொரிந்தியர் 23 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) 2 கொரிந்தியர் 23 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே உபாகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: உபாகமம் 19 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே 2 கொரிந்தியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: 2 கொரிந்தியர் 23 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-08-08,உபாகமம் 20,2 கொரிந்தியர் 24,"1) உபாகமம் 20 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) உபாகமம் 20 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) உபாகமம் 20 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) 2 கொரிந்தியர் 24 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) 2 கொரிந்தியர் 24 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) 2 கொரிந்தியர் 24 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே உபாகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: உபாகமம் 20 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே 2 கொரிந்தியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: 2 கொரிந்தியர் 24 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-08-09,உபாகமம் 21,2 கொரிந்தியர் 25,"1) உபாகமம் 21 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) உபாகமம் 21 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) உபாகமம் 21 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) 2 கொரிந்தியர் 25 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) 2 கொரிந்தியர் 25 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) 2 கொரிந்தியர் 25 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே உபாகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: உபாகமம் 21 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே 2 கொரிந்தியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: 2 கொரிந்தியர் 25 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-08-10,உபாகமம் 22,2 கொரிந்தியர் 26,"1) உபாகமம் 22 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) உபாகமம் 22 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) உபாகமம் 22 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) 2 கொரிந்தியர் 26 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) 2 கொரிந்தியர் 26 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) 2 கொரிந்தியர் 26 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே உபாகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: உபாகமம் 22 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே 2 கொரிந்தியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: 2 கொரிந்தியர் 26 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-08-11,உபாகமம் 23,2 கொரிந்தியர் 27,"1) உபாகமம் 23 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) உபாகமம் 23 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) உபாகமம் 23 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) 2 கொரிந்தியர் 27 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) 2 கொரிந்தியர் 27 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) 2 கொரிந்தியர் 27 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே உபாகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: உபாகமம் 23 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே 2 கொரிந்தியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: 2 கொரிந்தியர் 27 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-08-12,உபாகமம் 24,2 கொரிந்தியர் 28,"1) உபாகமம் 24 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) உபாகமம் 24 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) உபாகமம் 24 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) 2 கொரிந்தியர் 28 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) 2 கொரிந்தியர் 28 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) 2 கொரிந்தியர் 28 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே உபாகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: உபாகமம் 24 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே 2 கொரிந்தியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: 2 கொரிந்தியர் 28 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-08-13,உபாகமம் 25,கலாத்தியர் 1,"1) உபாகமம் 25 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) உபாகமம் 25 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) உபாகமம் 25 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) கலாத்தியர் 1 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) கலாத்தியர் 1 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) கலாத்தியர் 1 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே உபாகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: உபாகமம் 25 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே கலாத்தியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: கலாத்தியர் 1 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-08-14,உபாகமம் 26,கலாத்தியர் 2,"1) உபாகமம் 26 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) உபாகமம் 26 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) உபாகமம் 26 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) கலாத்தியர் 2 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) கலாத்தியர் 2 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) கலாத்தியர் 2 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே உபாகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: உபாகமம் 26 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே கலாத்தியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: கலாத்தியர் 2 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-08-15,உபாகமம் 27,கலாத்தியர் 3,"1) உபாகமம் 27 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) உபாகமம் 27 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) உபாகமம் 27 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) கலாத்தியர் 3 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) கலாத்தியர் 3 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) கலாத்தியர் 3 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே உபாகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: உபாகமம் 27 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே கலாத்தியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: கலாத்தியர் 3 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-08-16,உபாகமம் 28,கலாத்தியர் 4,"1) உபாகமம் 28 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) உபாகமம் 28 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) உபாகமம் 28 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) கலாத்தியர் 4 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) கலாத்தியர் 4 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) கலாத்தியர் 4 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே உபாகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: உபாகமம் 28 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே கலாத்தியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: கலாத்தியர் 4 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
