date,old_testament,new_testament,questions,answers
2025-12-04,தானியேல் 4,2 யோவான்; 3 யோவான்,"1️⃣ தானியேல் 4 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ தானியேல் 4 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ தானியேல் 4 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ 2 யோவான்; 3 யோவான் வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ 2 யோவான்; 3 யோவான் பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ 2 யோவான்; 3 யோவான் வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-05,தானியேல் 5–6,வெளிப்பாடு 1,"1️⃣ தானியேல் 5–6 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ தானியேல் 5–6 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ தானியேல் 5–6 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 1 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 1 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 1 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-06,தானியேல் 9–10,வெளிப்பாடு 2,"1️⃣ தானியேல் 9–10 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ தானியேல் 9–10 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ தானியேல் 9–10 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 2 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 2 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 2 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-07,தானியேல் 11,வெளிப்பாடு 3,"1️⃣ தானியேல் 11 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ தானியேல் 11 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ தானியேல் 11 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 3 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 3 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 3 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-08,தானியேல் 12; எஸ்றா 1–2,வெளிப்பாடு 4,"1️⃣ தானியேல் 12; எஸ்றா 1–2 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ தானியேல் 12; எஸ்றா 1–2 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ தானியேல் 12; எஸ்றா 1–2 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 4 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 4 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 4 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-09,எஸ்றா 3–5,வெளிப்பாடு 5,"1️⃣ எஸ்றா 3–5 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ எஸ்றா 3–5 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ எஸ்றா 3–5 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 5 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 5 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 5 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-10,எஸ்றா 6; சங்கீதம் 137; ஆகாய் 1,வெளிப்பாடு 6,"1️⃣ எஸ்றா 6; சங்கீதம் 137; ஆகாய் 1 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ எஸ்றா 6; சங்கீதம் 137; ஆகாய் 1 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ எஸ்றா 6; சங்கீதம் 137; ஆகாய் 1 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 6 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 6 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 6 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-11,ஆகாய் 2; சகரியா 1–3,வெளிப்பாடு 7,"1️⃣ ஆகாய் 2; சகரியா 1–3 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ ஆகாய் 2; சகரியா 1–3 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ ஆகாய் 2; சகரியா 1–3 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 7 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 7 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 7 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-12,சகரியா 4–7,வெளிப்பாடு 8,"1️⃣ சகரியா 4–7 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ சகரியா 4–7 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ சகரியா 4–7 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 8 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 8 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 8 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-13,சகரியா 8–10,வெளிப்பாடு 9,"1️⃣ சகரியா 8–10 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ சகரியா 8–10 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ சகரியா 8–10 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 9 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 9 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 9 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-14,சகரியா 11–14,வெளிப்பாடு 10,"1️⃣ சகரியா 11–14 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ சகரியா 11–14 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ சகரியா 11–14 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 10 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 10 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 10 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-15,எஸ்தர் 1–2,வெளிப்பாடு 11,"1️⃣ எஸ்தர் 1–2 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ எஸ்தர் 1–2 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ எஸ்தர் 1–2 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 11 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 11 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 11 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-16,எஸ்தர் 3–5,வெளிப்பாடு 12,"1️⃣ எஸ்தர் 3–5 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ எஸ்தர் 3–5 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ எஸ்தர் 3–5 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 12 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 12 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 12 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-17,எஸ்தர் 6–8,வெளிப்பாடு 13,"1️⃣ எஸ்தர் 6–8 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ எஸ்தர் 6–8 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ எஸ்தர் 6–8 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 13 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 13 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 13 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-18,எஸ்தர் 9–10; எஸ்றா 7,வெளிப்பாடு 14,"1️⃣ எஸ்தர் 9–10; எஸ்றா 7 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ எஸ்தர் 9–10; எஸ்றா 7 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ எஸ்தர் 9–10; எஸ்றா 7 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 14 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 14 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 14 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-19,எஸ்றா 8–9,வெளிப்பாடு 15,"1️⃣ எஸ்றா 8–9 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ எஸ்றா 8–9 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ எஸ்றா 8–9 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 15 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 15 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 15 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-20,எஸ்றா 10; நேகேமியா 1,வெளிப்பாடு 16,"1️⃣ எஸ்றா 10; நேகேமியா 1 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ எஸ்றா 10; நேகேமியா 1 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ எஸ்றா 10; நேகேமியா 1 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 16 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 16 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 16 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-21,நேகேமியா 2–4,வெளிப்பாடு 17,"1️⃣ நேகேமியா 2–4 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ நேகேமியா 2–4 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ நேகேமியா 2–4 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 17 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 17 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 17 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-22,நேகேமியா 5–6,வெளிப்பாடு 18,"1️⃣ நேகேமியா 5–6 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ நேகேமியா 5–6 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ நேகேமியா 5–6 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 18 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 18 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 18 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-23,நேகேமியா 7–8,வெளிப்பாடு 19,"1️⃣ நேகேமியா 7–8 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ நேகேமியா 7–8 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ நேகேமியா 7–8 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 19 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 19 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 19 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-24,நேகேமியா 9,வெளிப்பாடு 20,"1️⃣ நேகேமியா 9 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ நேகேமியா 9 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ நேகேமியா 9 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 20 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 20 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 20 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-25,நேகேமியா 12–13; சங்கீதம் 126,வெளிப்பாடு 21,"1️⃣ நேகேமியா 12–13; சங்கீதம் 126 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ நேகேமியா 12–13; சங்கீதம் 126 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ நேகேமியா 12–13; சங்கீதம் 126 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 21 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 21 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 21 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
2025-12-26,மலாக்கி 1–4,வெளிப்பாடு 22,"1️⃣ மலாக்கி 1–4 வாசிப்பில் தேவன் எந்த காரியத்தை காட்டினார்?
2️⃣ மலாக்கி 1–4 பகுதியில் மக்கள் எந்த பாவத்தில் விழுந்தனர்?
3️⃣ மலாக்கி 1–4 தீர்க்கதரிசி ___ என்பவரிடம் தேவனுடைய வார்த்தையை அறிவித்தார்.
||1️⃣ வெளிப்பாடு 22 வாசிப்பில் பவுல் என்ன போதித்தார்?
2️⃣ வெளிப்பாடு 22 பகுதியில் விசுவாசிகளுக்கான முக்கிய அறிவுரை என்ன?
3️⃣ வெளிப்பாடு 22 வசனத்தில் ___ என்பதன் மூலம் இரட்சிப்பு விளக்கப்படுகிறது.","1️⃣ தேவனுடைய தீர்க்கதரிசனத்தை வெளிப்படுத்தினார்.
2️⃣ அவர்கள் விக்கிரகாராதனையில் மூழ்கினர்.
3️⃣ எருசலேமில்.
||1️⃣ கிறிஸ்துவின் கிருபையைக் குறித்து.
2️⃣ நம்பிக்கையில் நிலைத்து இருங்கள்.
3️⃣ கிறிஸ்து வழியாக."
